100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,1,Rockmelon Size 11 ,Ordered,FF0146,,$42.00,$42.00,1,0,0,0,0,$0.00,$0.00,$42.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,2,Watermelon Seedless - 300Kg SPECIAL,Ordered,FF0149,,$360.00,$360.00,1,0,0,0,0,$0.00,$0.00,$360.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,3,Pears Williams  - Case 13Kg ,Ordered,FF0150,,$45.00,$45.00,2,0,0,0,0,$0.00,$0.00,$90.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,4,Tomatoes Medium / Large - Case 9Kg SUPER RED HOT  WEEKEND SPECIAL,Ordered,FF0160,,$28.00,$28.00,9,0,0,0,0,$0.00,$0.00,$252.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,5,Green Grapes AUST 10Kg SPECIAL,Ordered,FF0683,,$30.00,$30.00,6,0,0,0,0,$0.00,$0.00,$180.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,6,Nectarines - Case Med Yellow 10Kg Bulk SPECIAL,Ordered,FFO724,,$35.00,$35.00,2,0,0,0,0,$0.00,$0.00,$70.00
100000880,23/01/2014 15:45,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$1,043.50",$0.00,$0.00,$0.00,"$1,043.50","$1,043.50",$0.00,$0.00,"$1,043.50",22,IGA Waterloo,admin.waterlooiga@gmail.com,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,IGA Waterloo,,13-21 Botany Rd,2017,Waterloo,NSW,New South Wales,AU,Australia,(02) 9699 9559,7,Figs Fresh - 2.5Kg NEW LINE,Ordered,FF0724,,$49.50,$49.50,1,0,0,0,0,$0.00,$0.00,$49.50
100000879,23/01/2014 15:19,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$2,862.40",$0.00,$0.00,$0.00,"$2,862.40","$2,862.40",$0.00,$0.00,"$2,862.40",138,IGA Beaumont Hills,igabeaumont@teamtelecom.com.au,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,1,Apples Granny Smith - Case12Kg Premium 60-65,Ordered,FF0103,,$48.00,$48.00,1,0,0,0,0,$0.00,$0.00,$48.00
100000879,23/01/2014 15:19,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$2,862.40",$0.00,$0.00,$0.00,"$2,862.40","$2,862.40",$0.00,$0.00,"$2,862.40",138,IGA Beaumont Hills,igabeaumont@teamtelecom.com.au,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,2,Apples Pink Lady - Case12Kg Premium 60-65,Ordered,FF0105,,$56.00,$56.00,2,0,0,0,0,$0.00,$0.00,$112.00
100000879,23/01/2014 15:19,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$2,862.40",$0.00,$0.00,$0.00,"$2,862.40","$2,862.40",$0.00,$0.00,"$2,862.40",138,IGA Beaumont Hills,igabeaumont@teamtelecom.com.au,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,3,Apples Red Delicious 76 - 90  MED  12Kg ,Ordered,FF0108,,$30.00,$30.00,2,0,0,0,0,$0.00,$0.00,$60.00
100000879,23/01/2014 15:19,pending,"Admin, Default, Admin",banktransfer,,Free Shipping - Free,"$2,862.40",$0.00,$0.00,$0.00,"$2,862.40","$2,862.40",$0.00,$0.00,"$2,862.40",138,IGA Beaumont Hills,igabeaumont@teamtelecom.com.au,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,IGA Beaumont Hills,,Cnr The Parkway & Buller Circuit,2155,Beaumont Hills,NSW,New South Wales,AU,Australia,288835527,4,Apples Royal Gala - Case 12Kg Premium 60-65,Ordered,FF0109,,$60.00,$60.00,1,0,0,0,0,$0.00,$0.00,$60.00
